ticket_id,feedback_id,category,confidence,title,description,priority,severity,technical_details,feature_details,suggested_actions,quality_score,quality_notes,quality_status,revision_count,created_at,updated_at
TKT-20260325-022,78,Bug,0.95,[Bug] Excessive battery drain from background processes,"Summary
User reports that TaskPro consumes approximately 30% of device battery per day. The issue appears related to excessive background activity in iOS app version 3.2.1.

Steps to Reproduce
1. Install and open TaskPro version 3.2.1 from the App Store.
2. Use the app normally and leave it running or enabled in the background during the day.
3. Monitor device battery usage in system battery settings.
4. Observe TaskPro consuming a disproportionately high amount of battery, reportedly around 30% daily.

Expected Behavior
TaskPro should use battery efficiently, with minimal background activity and reasonable daily battery consumption.

Actual Behavior
TaskPro reportedly consumes about 30% of the device battery per day, suggesting excessive background processing.

Environment
- Platform: iOS (App Store)
- App Version: 3.2.1
- Device: Unknown
- OS: Unknown
- Source: app_store_review / R022",High,Major,"{""affected_component"":""Performance"",""platform"":""iOS"",""platform_details"":{""device"":""Unknown"",""os"":""Unknown"",""app_version"":""3.2.1""}}",,"[""Investigate background tasks, sync jobs, and notification-related processes for excessive wakeups or long-running activity."",""Profile battery usage on iOS devices running app version 3.2.1 to identify high-consumption code paths."",""Add logging or diagnostics for background execution and compare against expected battery usage baselines.""]",8.0,"Strong bug ticket with a clear title, solid structure, and reasonable technical framing that aligns well with the original feedback. To make it fully engineer-ready, add device model, iOS version, and any reproducibility details or battery diagnostics to better validate severity and narrow investigation scope.",approved,0,2026-03-25 05:34:55,2026-03-25 05:34:59
TKT-20260325-021,77,Praise,0.99,[Praise] User prefers TaskPro subtask feature over Todoist,"Summary
User shared highly positive feedback after switching from Todoist, stating they have no regrets and specifically praising TaskPro's subtask functionality.

Key Positive Points
- User switched from a competitor (Todoist) and reports stronger satisfaction with TaskPro.
- Subtask feature is described as significantly better.
- Overall sentiment is very positive and reinforced by a 5-star rating.

Areas Highlighted
- Subtask usability and feature quality
- Competitive differentiation versus Todoist
- Strong user retention/switching appeal

Environment
- Source: app_store_review / R021
- Platform: Google Play
- Rating: 5/5",Low,,,,"[""Share with product and marketing teams as competitive validation for subtasks"",""Tag as positive feedback related to subtask experience"",""Consider using anonymized insight in customer messaging or testimonials if policy allows""]",10.0,"Strong ticket for a praise item: the title is specific and correctly prefixed, and the description accurately captures the original feedback, context, platform, and rating. Priority is appropriate for positive feedback, and the suggested actions make the ticket immediately useful for product/marketing review.",approved,0,2026-03-25 05:34:36,2026-03-25 05:34:40
TKT-20260325-020,76,Bug,0.99,[Bug] Data loss after updating to v3.2.1 from App Store,"Summary
User reports that all previously saved project planning data was lost after updating TaskPro to version 3.2.1 from the App Store. This is a critical data-loss issue affecting user trust and continuity of work.

Steps to Reproduce
1. Open TaskPro on a device with existing project planning data saved.
2. Update the app to version 3.2.1 from the App Store.
3. Launch the app after the update.
4. Check existing projects and planning data.

Expected Behavior
All existing project planning data should remain intact and accessible after updating the app.

Actual Behavior
After updating to version 3.2.1, all previously saved project planning data appears to be lost.

Environment
- Source: app_store_review / R020
- Platform: App Store
- App Version: 3.2.1
- Device: Unknown
- OS: Unknown
- Affected Component: Sync",Critical,Critical,"{""affected_component"":""Sync"",""platform_details"":{""device"":""Unknown"",""os"":""Unknown"",""app_version"":""3.2.1""},""rating"":""1/5"",""source"":""app_store_review / R020""}",,"[""Investigate migration and sync logic introduced in version 3.2.1 for scenarios that could delete or detach user data after update."",""Attempt to reproduce on App Store builds using accounts with existing project data and verify whether local or cloud records are being overwritten."",""Check for recovery options and prepare a hotfix or rollback plan if the issue is confirmed.""]",8.0,"Strong bug ticket with a clear, correctly prefixed title, accurate critical priority, and a structured description covering expected/actual behavior. The main gap is limited environment and reproduction detail from the original feedback (device, OS, and whether data was truly deleted vs. temporarily inaccessible), but it is still actionable for engineering.",approved,0,2026-03-25 05:34:20,2026-03-25 05:34:25
TKT-20260325-019,75,Feature Request,0.97,[Feature Request] Add Android home screen widget support,"Summary
The user is requesting Android home screen widget support for TaskPro. This would allow quicker access to tasks or common actions without opening the app, improving convenience for day-to-day use.

User Need
The user wants faster access to TaskPro from the Android home screen, likely for viewing tasks at a glance or performing quick actions. No workaround was mentioned, indicating a gap in convenience and accessibility for Android users.

Proposed Solution
Add Android home screen widget support, with initial use cases such as a task list widget, quick-add widget, or a today view. An MVP should focus on the most broadly useful widget experiences and align with Android platform conventions.

Impact Assessment
This request appears to have medium user impact with a moderate demand signal. Supporting Android widgets could improve engagement and everyday usability for Google Play users by reducing friction in task access and capture.",Medium,,,"{""feature_name"":""Android Home Screen Widget"",""description"":""The user wants TaskPro to support Android home screen widgets. This would let them access tasks or app functionality more quickly without opening the app, improving convenience and day-to-day usability."",""user_impact"":""Medium"",""demand_signal"":""Moderate"",""existing_alternatives"":""No workaround mentioned."",""platform"":""Google Play"",""source"":""app_store_review""}","[""Review whether similar Android widget feature requests already exist and consolidate demand"",""Define the most useful widget use cases, such as task list, quick add, or today view"",""Assess Android engineering effort and create a scoped implementation proposal""]",8.0,"Strong feature ticket with a clear, correctly prefixed title and a well-structured description that captures the user need and possible solution directions. Priority seems reasonable, but the description slightly overstates demand and impact from a single brief review, so it should more clearly note that evidence is limited to one user request.",approved,0,2026-03-25 05:33:59,2026-03-25 05:34:04
TKT-20260325-018,74,Complaint,0.99,[Complaint] Pricing perceived as too expensive vs competitors,"Summary:
User reports that TaskPro's $9.99/month subscription feels too expensive compared to competing task manager apps.

Issue Description:
The feedback indicates dissatisfaction with current pricing and positions the subscription cost as a barrier to perceived value.

User Impact:
Price sensitivity may discourage conversion, increase churn risk, and negatively affect store perception among cost-conscious users comparing alternatives.

Suggested Resolution:
Review competitive pricing benchmarks, reassess value communication in App Store messaging, and consider testing alternative plans, discounts, or feature-tier packaging.

Environment:
Source: App Store review
Platform: App Store
Rating: 3/5
Reference: R018",Medium,,,,"[""Benchmark TaskPro pricing against key competitors"",""Review subscription value messaging in App Store listing"",""Evaluate lower-cost tiers, annual discounts, or limited free plan adjustments""]",8.0,"Good ticket overall: the title is clear, the description accurately reflects the original feedback, and the suggested actions make it actionable for product/pricing review. To improve further, it could include stronger rationale for the Medium priority and explicitly note this is market/pricing feedback rather than a product defect.",approved,0,2026-03-25 05:33:39,2026-03-25 05:33:43
TKT-20260325-017,73,Spam,0.99,[Spam] Promotional external website advertisement,"Summary: The submission is unsolicited promotional content advertising an external website and is unrelated to TaskPro or any app experience.

Reason for Classification:
- The content promotes external products/services (""Buy cheap supplements"")
- It includes a suspicious external URL
- It does not describe app usage, a bug, a feature request, or actionable product feedback
- The message appears to be spam intended for advertising rather than support

Suggested Resolution:
- Exclude this feedback from product analysis and roadmap consideration
- Mark the source entry as spam for moderation or filtering review
- Consider strengthening review ingestion filters for promotional links and unrelated commercial language",Low,,,,"[""Exclude from analysis"",""Mark as spam in moderation workflow"",""Review spam filtering for promotional URLs""]",9.0,"Well-written spam classification ticket: the title is clear, the description accurately reflects the original feedback, and the suggested actions are actionable. Minor gap: priority is reasonable but could be clarified as operational/moderation-only since this is not a product backlog item.",approved,0,2026-03-25 05:33:24,2026-03-25 05:33:28
TKT-20260325-016,72,Praise,0.99,[Praise] Premium analytics dashboard highly valued,"Summary
User reports that upgrading to premium was worthwhile and specifically praises the analytics dashboard as incredibly useful.

Key Positive Points
- Premium upgrade is perceived as worth the cost
- Analytics dashboard delivers clear user value
- Overall sentiment is strongly positive, supported by a 5-star rating

Areas Highlighted
- Premium subscription experience
- Analytics dashboard usefulness
- Customer satisfaction with paid features

Environment
- Source: App Store review
- Reference: R016
- Platform: App Store
- Rating: 5/5",Low,,,,"[""Share with product and marketing teams as positive validation of premium value proposition"",""Tag as positive feedback for analytics dashboard feature""]",9.0,"Well-formed praise ticket that accurately reflects the original App Store review with a clear title, solid summary, and appropriate low priority. Minor improvement: include app version 3.2.0 in the environment details for fuller traceability.",approved,0,2026-03-25 05:33:09,2026-03-25 05:33:14
TKT-20260325-015,71,Bug,0.96,[Bug] Task reminders fail to fire reliably on Android,"Summary
Users report that TaskPro notifications are unreliable on Android, with reminders failing to fire consistently. This causes missed deadlines and creates significant frustration for users who depend on timely alerts.

Steps to Reproduce
1. Create or edit a task with a reminder or deadline in the app.
2. Ensure notifications/reminders are enabled for TaskPro.
3. Wait until the scheduled reminder time passes.
4. Observe whether the reminder notification appears consistently.

Expected Behavior
Task reminders should fire reliably at the scheduled time so users are alerted before deadlines.

Actual Behavior
Reminder notifications do not fire reliably, causing users to miss deadlines.

Environment
- Platform: Android / Google Play
- App version: 3.2.0
- Device: Unknown
- OS version: Unknown
- Affected component: Notifications",High,Major,"{""affected_component"":""Notifications"",""platform"":""Android"",""source"":""app_store_review / R015"",""app_version"":""3.2.0"",""device"":""Unknown"",""os_version"":""Unknown""}",,"[""Investigate notification scheduling and delivery logic on Android for app version 3.2.0"",""Review background execution, battery optimization, and notification permission handling that may block reminders"",""Attempt to reproduce on multiple Android devices using scheduled task reminders and collect notification logs""]",8.0,"Strong ticket overall: the title is clear, the bug is well scoped to Android reminders, and the description includes expected/actual behavior plus reasonable investigation directions. To improve further, avoid overstating reproducibility from a single review and note that device model, OS version, and exact repro conditions are still unknown.",approved,0,2026-03-25 05:32:56,2026-03-25 05:33:00
TKT-20260325-014,70,Feature Request,0.98,[Feature Request] Add Siri Shortcuts for voice task creation,"Summary
The user is requesting Siri Shortcuts support so they can create tasks in TaskPro using voice commands. This would improve speed and convenience for capturing tasks while hands-free or on the go.

User Need
The user needs a faster, more accessible way to add tasks without manually opening the app and typing. Voice-based task creation would help in situations where the user is driving, walking, or otherwise unable to interact directly with the app.

Proposed Solution
Add Siri Shortcuts support for task creation on iOS, potentially through Siri Shortcuts and App Intents integration. An MVP could focus on a simple flow that lets users invoke Siri to create a new task with spoken task content.

Impact Assessment
This request has medium user impact with a strong demand signal, and no workaround was mentioned in the feedback. Supporting Siri-based task capture could improve usability for iOS users and strengthen TaskPro’s value in quick-capture and accessibility-focused workflows.",Medium,,,"{""feature_name"":""Siri Shortcuts Support"",""description"":""The user wants TaskPro to support Siri Shortcuts so they can add tasks using voice commands. This would improve speed and convenience for task capture, especially when the user is hands-free or on the go."",""user_impact"":""Medium"",""demand_signal"":""Strong"",""existing_alternatives"":""No workaround mentioned."",""platform"":""App Store""}","[""Review iOS feasibility for Siri Shortcuts and App Intents integration for task creation"",""Check for similar feature requests and aggregate demand from iOS users"",""Define the MVP flow for creating a new task via Siri voice command""]",9.0,"Strong feature ticket: the title is clear and correctly prefixed, and the description captures the user need, proposed solution, platform context, and likely impact. Minor improvement would be to explicitly note iOS/App Store context in the title or summary and clarify whether this is limited to task creation MVP versus broader Siri actions.",approved,0,2026-03-25 05:32:36,2026-03-25 05:32:41
TKT-20260325-013,69,Bug,0.99,[Bug] App crashes attaching images to tasks on Galaxy S23,"Summary
User reports that TaskPro crashes every time they attempt to attach an image to a task on a Samsung Galaxy S23 running Android 14. The issue appears fully reproducible and blocks image attachment for task management on this device/environment.

Steps to Reproduce
1. Open TaskPro on a Samsung Galaxy S23 running Android 14.
2. Open an existing task or create a new task.
3. Choose the option to attach an image to the task.
4. Select an image from the device gallery or file picker.
5. Confirm the attachment.

Expected Behavior
The selected image should attach to the task successfully without interrupting app usage.

Actual Behavior
The app crashes every time the user attempts to attach an image to a task.

Environment
- Platform: Google Play
- Source: app_store_review / R013
- Device: Samsung Galaxy S23
- OS: Android 14
- App Version: 3.2.1
- Affected Component: Tasks",High,Major,"{""affected_component"":""Tasks"",""platform"":""Android"",""platform_details"":{""device"":""Samsung Galaxy S23"",""os"":""Android 14"",""app_version"":""3.2.1""},""rating"":""1/5"",""source"":""app_store_review / R013""}",,"[""Reproduce the crash on Samsung Galaxy S23 with Android 14 using app version 3.2.1 and capture crash logs."",""Investigate the image attachment flow in Tasks, especially Android 14 media/file picker and permission handling."",""Add a fix and regression test for task image attachments, then verify on Samsung devices and Android 14.""]",10.0,"Strong bug ticket that closely matches the original feedback and adds clear reproduction steps, environment details, expected vs. actual behavior, and actionable next steps. Priority is appropriate for a reproducible crash that blocks a core workflow on a specific device/environment.",approved,0,2026-03-25 05:32:17,2026-03-25 05:32:21
TKT-20260325-012,68,Feature Request,0.99,[Feature Request] Add support for recurring tasks,"Summary
The user is requesting recurring task support so routine tasks do not need to be recreated manually each week. This would reduce repetitive effort for users who manage ongoing weekly responsibilities in TaskPro.

User Need
Users with repeated weekly work need a way to automatically recreate tasks on a schedule instead of manually entering the same items every Monday. The current workflow is tedious and increases avoidable friction for routine task management.

Proposed Solution
Add support for recurring tasks with scheduling options such as daily, weekly, and custom recurrence patterns. An initial implementation could focus on simple weekly recurrence for common use cases, then expand to broader scheduling controls and task template behavior.

Impact Assessment
This request has high user impact because it addresses repetitive manual work in a core task management workflow. Demand signal appears moderate from this review, and the feature would likely improve efficiency, retention, and satisfaction for users who rely on recurring routines.",High,,,"{""feature_name"":""Recurring Task Creation"",""description"":""The user wants the ability to create recurring tasks so they do not have to manually recreate the same tasks every Monday. This would reduce repetitive work and make routine task management more efficient."",""user_impact"":""High"",""demand_signal"":""Moderate"",""existing_alternatives"":""Manually recreating the same tasks every Monday."",""platform"":""App Store"",""source"":""app_store_review / R012"",""rating"":""3/5""}","[""Review whether similar recurring task requests already exist and consolidate demand."",""Define recurrence options such as daily, weekly, and custom schedules."",""Evaluate implementation requirements for task templates and repeat logic in the mobile app.""]",9.0,"Strong feature ticket with a clear, correctly prefixed title and a well-structured description covering user need, proposed solution, and impact. Priority is reasonable for a core workflow improvement, though actionability would improve further with clearer scope for the initial release and any platform constraints.",approved,0,2026-03-25 05:31:57,2026-03-25 05:32:01
TKT-20260325-011,67,Praise,0.99,[Praise] Positive feedback on collaboration and shared boards,"Summary
The user shared strong positive feedback about TaskPro’s collaboration capabilities, specifically highlighting shared boards and overall team satisfaction.

Key Positive Points
- Collaboration features are described as fantastic.
- The user’s team loves the shared boards.
- The feedback includes encouragement to continue current product direction.

Areas Highlighted
- Team collaboration experience
- Shared boards functionality
- Overall satisfaction with collaborative workflows

Environment
- Source: app_store_review / R011
- Platform: Google Play
- Rating: 5/5",Low,,,,"[""Share with product and collaboration feature teams"",""Include in customer sentiment reporting"",""Consider for marketing or testimonial review""]",9.0,"The ticket accurately reflects the original praise feedback with a clear title, complete summary, and appropriate low priority. It is well-structured and actionable for non-engineering follow-up, though app version could be included in the environment section for slightly better completeness.",approved,0,2026-03-25 05:31:37,2026-03-25 05:31:41
TKT-20260325-010,66,Complaint,0.99,[Complaint] No response from support on billing issue,"Summary
User reports severe dissatisfaction with customer service after contacting support three times about a billing issue without receiving a response. They are considering canceling, indicating elevated churn risk.

Issue Description
The user states that they emailed support three times regarding a billing-related problem and did not receive any reply.

User Impact
- Billing issue remains unresolved
- Loss of trust in support responsiveness
- User is considering canceling their subscription/account
- Negative public app store review may affect brand perception

Suggested Resolution
- Review support inbox and ticket routing for missed billing inquiries
- Identify and respond to the user's billing case as soon as possible
- Assess support SLA adherence and escalation path for billing-related requests
- Consider a service recovery follow-up to reduce churn risk

Environment
- Source: App Store review
- Review ID: R010
- Rating: 1/5
- Platform: App Store",High,,,,"[""Review recent unresolved billing-related support contacts"",""Investigate whether inbound support emails are being missed or misrouted"",""Reach out to the customer with a billing resolution and apology"",""Audit response-time SLA performance for billing support""]",9.0,"Strong, actionable complaint ticket that accurately reflects the original feedback and captures key business impact, especially churn risk from an unresolved billing issue. Minor improvement: include the app version/date from the original review in the description for fuller context, but the ticket is ready for backlog review.",approved,0,2026-03-25 05:31:21,2026-03-25 05:31:27
TKT-20260325-009,65,Feature Request,0.99,[Feature Request] Add Google Calendar deadline integration,"Summary
The user is requesting a Google Calendar integration so TaskPro deadlines can sync automatically instead of being manually copied. This would reduce duplicate work and help users manage tasks and schedules in one place.

User Need
Users who rely on Google Calendar need an easier way to keep TaskPro deadlines aligned with their calendar workflow. The current manual copy process creates extra effort and increases the risk of missed or inconsistent deadlines.

Proposed Solution
Add an integration that allows TaskPro task deadlines to sync to Google Calendar. An MVP could focus on one-way syncing of task deadlines into a connected Google Calendar, with future evaluation for two-way sync, calendar selection, and update handling.

Impact Assessment
This request appears to have high user impact because it removes repetitive manual work and fits a common planning workflow for mobile users. Demand signal is strong based on the explicit request and clear workflow pain point, making this a strong candidate for roadmap review.",High,,,"{""feature_name"":""Google Calendar Integration"",""description"":""The user wants TaskPro to integrate with Google Calendar so deadlines can sync automatically instead of being copied manually. This would reduce duplicate work and help users manage tasks and schedules in one place."",""user_impact"":""High"",""demand_signal"":""Strong"",""existing_alternatives"":""Manually copying deadlines into Google Calendar."",""platform"":""Google Play"",""source"":""app_store_review / R009"",""rating"":""4/5""}","[""Check for existing feature requests or roadmap items related to calendar integrations"",""Validate demand for Google Calendar sync across Android users and task planning workflows"",""Define MVP scope for syncing TaskPro deadlines to Google Calendar""]",9.0,"Strong feature ticket: the title is clear, the description captures the user need and proposes a sensible MVP, and the technical framing is consistent with the original feedback. Priority seems reasonable, though it would be even stronger with evidence of broader demand or any constraints around sync scope and supported platforms.",approved,0,2026-03-25 05:31:06,2026-03-25 05:31:10
TKT-20260325-008,64,Bug,0.97,[Bug] Dashboard load time exceeds 10 seconds on iPhone 14 Pro,"Summary
A user reports a significant performance regression since the latest update, with the Dashboard taking more than 10 seconds to load. The issue appears on TaskPro v3.2.1 on an iPhone 14 Pro running iOS 17.3 and negatively affects app responsiveness.

Steps to Reproduce
1. Open TaskPro on an iPhone 14 Pro running iOS 17.3.
2. Launch or update the app to version 3.2.1.
3. Navigate to the Dashboard after opening the app.
4. Observe the time taken for the Dashboard to finish loading.

Expected Behavior
The Dashboard should load quickly after app launch within a normal responsive timeframe.

Actual Behavior
The Dashboard takes more than 10 seconds to load after the latest update, making the app feel very slow.

Environment
- Platform: App Store
- Source: app_store_review / R008
- Device: iPhone 14 Pro
- OS: iOS 17.3
- App Version: 3.2.1
- Affected Component: Performance",High,Major,"{""affected_component"":""Performance"",""platform_details"":{""device"":""iPhone 14 Pro"",""os"":""iOS 17.3"",""app_version"":""3.2.1""},""rating"":""2/5"",""regression_since"":""last update""}",,"[""Investigate performance regressions introduced in app version 3.2.1 affecting Dashboard load time."",""Profile Dashboard startup and network/data-loading paths on iPhone 14 Pro with iOS 17.3."",""Add or review performance monitoring metrics to compare pre-update and post-update Dashboard load times.""]",9.0,"Strong bug ticket: the title is specific and correctly prefixed, and the description closely matches the original feedback with clear repro steps, expected/actual behavior, and environment details. Priority appears appropriate for a significant regression, though the ticket could be slightly stronger with broader impact data or confirmation of reproducibility beyond the single reported device.",approved,0,2026-03-25 05:30:46,2026-03-25 05:30:50
TKT-20260325-007,63,Feature Request,0.99,[Feature Request] Add PDF export for tasks and reports,"Summary
The user is requesting the ability to export tasks as a PDF document. They need this capability to include task information in weekly reports for management in a professional, shareable format.

User Need
The user needs a simple way to convert task data into a PDF for external reporting. This would support weekly status reporting and make it easier to share progress with managers or stakeholders.

Proposed Solution
Add a PDF export option for tasks and reports. The export should consider common reporting needs such as task lists, applied filters, completed tasks, and date ranges, and support sharing or saving the generated PDF.

Impact Assessment
This request appears to have medium user impact with a strong demand signal for professional reporting workflows. No workaround was mentioned, suggesting that this capability could improve the app's usefulness for users who need to share task progress outside TaskPro.",Medium,,,"{""feature_name"":""PDF Task Export"",""description"":""The user wants the ability to export tasks as a PDF document. This would help them include task information in weekly reports to management, making it easier to share progress in a professional format."",""user_impact"":""Medium"",""demand_signal"":""Strong"",""existing_alternatives"":""No workaround mentioned."",""platform"":""Google Play""}","[""Validate demand for PDF export with other users who share task reports externally"",""Define export scope, such as task lists, filters, completed tasks, and date ranges"",""Assess implementation options for generating and sharing PDFs on Android and other platforms""]",8.0,"Well-structured feature request that matches the original feedback and clearly states the user need and proposed direction. Minor improvements could include narrowing the scope of the initial export format and clarifying whether this should apply to single tasks, task lists, or full reports first.",approved,0,2026-03-25 05:30:26,2026-03-25 05:30:31
TKT-20260325-006,62,Praise,0.99,[Praise] User highlights intuitive UI and subscription value,"Summary
User expresses strong satisfaction with TaskPro, describing it as the best productivity app available and emphasizing its clean interface, intuitive experience, and perceived subscription value.

Key Positive Points
- Clean, polished interface
- Very intuitive to use
- Strong overall satisfaction with the product
- Subscription is seen as worth the cost

Areas Highlighted
- User experience and usability
- Visual/interface design
- Value perception for paid subscription
- Overall product quality

Environment
- Source: App Store review
- Rating: 5/5
- Platform: App Store",Low,,,,"[""Share with product/design team as positive UX validation"",""Consider using themes from this feedback in marketing/testimonials if permitted"",""Track recurring praise around UI and subscription value""]",9.0,"Well-written praise ticket with a clear, correctly prefixed title and an accurate summary of the original feedback. Description is complete for a praise item and priority is appropriate; only minor gap is that the app version from the source feedback is not captured in the ticket environment details.",approved,0,2026-03-25 05:30:09,2026-03-25 05:30:13
TKT-20260325-005,61,Bug,0.99,[Bug] Web tasks not syncing to mobile in v3.2.1,"Summary
User reports that task data created or updated in the TaskPro web app is not appearing in the Android mobile app, resulting in apparent data loss and approximately 2 hours of lost work.

Steps to Reproduce
1. Create or update tasks in the TaskPro web version.
2. Open the TaskPro mobile app version 3.2.1 on Android via Google Play.
3. Allow the app to sync or manually refresh task data.
4. Compare the task list on mobile with the web version.

Expected Behavior
Tasks created or updated on the web version should sync to the mobile app and appear correctly without data loss.

Actual Behavior
Tasks from the web version do not appear on mobile, indicating a sync failure and apparent loss of approximately 2 hours of work.

Environment
- Source: app_store_review / R005
- Platform: Google Play
- Mobile OS: Unknown Android version
- App Version: 3.2.1
- Device: Unknown
- Affected Component: Sync",Critical,Critical,"{""affected_component"":""Sync"",""platform_details"":{""device"":""Unknown"",""os"":""Unknown"",""app_version"":""3.2.1""},""rating"":""1/5"",""source"":""app_store_review / R005""}",,"[""Investigate sync service failures between web and Android app version 3.2.1, including API and account state checks."",""Attempt to reproduce by creating tasks on web and validating mobile sync behavior on the current production build."",""Review logs and telemetry for missing task sync events and assess whether data is recoverable for affected users.""]",8.0,"Strong bug ticket with a clear title, impact, expected/actual behavior, and reasonable technical framing aligned to the original feedback. Minor gaps remain in environment detail and reproducibility evidence, so adding Android OS/device/account context and confirming whether the issue is consistently reproducible would make it fully backlog-ready.",approved,0,2026-03-25 05:29:53,2026-03-25 05:29:58
TKT-20260325-004,60,Feature Request,0.98,[Feature Request] Add dark mode for nighttime use,"Summary
The user is requesting a dark mode option to make TaskPro more comfortable to use at night. They report eye strain with the current interface during nighttime usage.

User Need
Users who use TaskPro in low-light environments need a darker theme to reduce eye strain and improve comfort. The request also suggests an accessibility and usability improvement for extended evening use.

Proposed Solution
Add a dark mode theme for the mobile app, ideally supporting both a manual theme toggle and optional system-based theme matching. Review whether this request already exists in the product or design backlog and assess implementation effort.

Impact Assessment
This request appears to have high user impact because it improves comfort for nighttime use and may benefit accessibility-sensitive users. Demand signal is strong based on the user's explicit pain point and positive overall sentiment, indicating dark mode could improve satisfaction without addressing a product defect.",High,,,"{""feature_name"":""Dark Mode Option"",""description"":""The user wants a dark mode theme for the app, specifically to make nighttime usage more comfortable. They mention eye strain when using the current interface at night, indicating a usability and accessibility benefit."",""user_impact"":""High"",""demand_signal"":""Strong"",""existing_alternatives"":""No workaround mentioned."",""platform"":""App Store"",""source"":""app_store_review / R004"",""rating"":""4/5""}","[""Review whether dark mode has already been requested or planned in the design backlog"",""Evaluate effort to support a system-based and manual dark theme toggle in the mobile app"",""Collect additional user feedback on theme preferences and nighttime usage patterns""]",9.0,"Strong feature ticket with a clear, correctly prefixed title and a well-structured description that captures the user need and proposed solution. Priority is slightly overstated from a single 4-star review, but the ticket is still actionable and technically consistent enough for backlog entry.",approved,0,2026-03-25 05:29:30,2026-03-25 05:29:35
TKT-20260325-003,59,Bug,0.99,[Bug] Login hangs on infinite loader after update to v3.2.1,"Summary
Users on Google Play report being unable to log in after updating TaskPro to version 3.2.1. Even after resetting their password multiple times, the login flow does not complete and remains stuck on a spinning loader.

Steps to Reproduce
1. Update the TaskPro app to version 3.2.1 from Google Play.
2. Open the app and navigate to the login screen.
3. Enter valid account credentials and attempt to log in.
4. If login fails, use the password reset flow and reset the password.
5. Return to the login screen and try logging in again.

Expected Behavior
User should be able to log in successfully after updating the app, including after resetting their password.

Actual Behavior
Login does not complete and the app shows a spinning loader indefinitely, even after multiple password reset attempts.

Environment
Platform: Google Play
App Version: 3.2.1
Device: Unknown
OS: Unknown
Source: app_store_review / R003",High,Major,"{""affected_component"":""Login"",""platform"":""Google Play"",""platform_details"":{""device"":""Unknown"",""os"":""Unknown"",""app_version"":""3.2.1""}}",,"[""Reproduce the issue on Android with app version 3.2.1, focusing on the login and password reset flow."",""Review authentication and API/network logs for requests that stall or fail after the 3.2.1 update."",""Assess impact scope and prepare a hotfix or rollback if the issue affects multiple users.""]",9.0,"Strong bug ticket: the title is specific and correctly prefixed, and the description captures the user impact, expected/actual behavior, app version, platform, and clear repro steps aligned to the original feedback. Minor gap: device/OS details are unknown, so exact reproduction environment is incomplete, but the ticket is still actionable and priority appears appropriate for a login blocker after an update.",approved,0,2026-03-25 05:29:08,2026-03-25 05:29:13
TKT-20260325-002,58,Praise,0.99,[Praise] User loves new task management feature,"Summary
User expresses strong satisfaction with TaskPro and specifically praises the new task management feature as highly valuable in daily use.

Key Positive Points
- User ""absolutely love[s]"" the app.
- The new task management feature is described as a ""game changer.""
- The user has been using the app daily for 3 months, indicating sustained engagement and satisfaction.

Areas Highlighted
- Overall app experience
- New task management feature
- Long-term daily usability
- Strong App Store sentiment reflected in a 5/5 rating
",Low,,,,"[""Share with product and marketing teams as positive customer evidence"",""Tag as feature-specific praise for the task management feature"",""Consider using themes from this feedback in testimonials or release impact tracking""]",9.0,"Strong praise ticket with a clear, correctly prefixed title and a description that accurately captures the original App Store review, including the specific feature praised and evidence of sustained daily use. Minor deduction because actionability is limited for an engineering backlog item and the ticket does not clearly indicate whether praise-category tickets should route outside engineering.",approved,0,2026-03-25 05:28:47,2026-03-25 05:28:52
TKT-20260325-001,57,Bug,0.99,[Bug] Settings page crashes on Android 14 after v3.2.1,"Summary
The app crashes every time the user attempts to open the Settings page. The issue started after updating to version 3.2.1 and appears reproducible on a Pixel 7 running Android 14.

Steps to Reproduce
1. Open TaskPro on a Pixel 7 running Android 14.
2. Navigate to the Settings page.
3. Attempt to open Settings after updating to app version 3.2.1.

Expected Behavior
The Settings page should open normally without crashing.

Actual Behavior
The app crashes every time the user tries to open the Settings page.

Environment
- Platform: Google Play
- Source: app_store_review / R001
- Device: Pixel 7
- OS: Android 14
- App Version: 3.2.1
- Rating: 1/5",High,Major,"{""affected_component"":""Settings"",""platform_details"":{""device"":""Pixel 7"",""os"":""Android 14"",""app_version"":""3.2.1""},""source"":""app_store_review / R001"",""rating"":""1/5"",""platform"":""Google Play""}",,"[""Reproduce the crash on a Pixel 7 running Android 14 with app version 3.2.1."",""Review crash logs and recent changes related to the Settings screen in the latest update."",""Implement and validate a fix, then add regression testing for opening Settings on supported Android devices.""]",9.0,"Strong bug ticket with a clear, correctly prefixed title, accurate environment details, and reproducible steps that align well with the original feedback. Priority and technical framing are appropriate; the only minor gap is that repro is based on a single reported device/OS combination rather than broader impact validation.",approved,0,2026-03-25 05:28:29,2026-03-25 05:28:36
