feedback_id,ticket_id,agent_name,action,status,input_summary,output_summary,error_message,latency_ms,trace_id,created_at
96,,quality_critic,process,success,item=E015,output_key=quality_review,,5387.181917001726,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:41:22
96,TKT-20260325-040,ticket_creator,process,success,item=E015,output_key=ticket,,8261.50150000467,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:41:17
96,,feature_extractor,extract,success,"category=Feature Request, source=E015","feature=CSV Task Import, impact=High",,3149.4836249912623,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:41:09
96,,feature_extractor,process,success,item=E015,output_key=analysis,,3160.1260419993196,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:41:09
96,,classifier,classify,success,text_length=199,"category=Feature Request, confidence=0.99",,1562.0209999906365,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:41:04
96,,classifier,process,success,item=E015,output_key=classification,,1570.8823750028387,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:41:04
95,,quality_critic,process,success,item=E014,output_key=quality_review,,5867.771458986681,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:41:01
95,TKT-20260325-039,ticket_creator,process,success,item=E014,output_key=ticket,,6266.951458994299,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:55
95,,bug_analyzer,analyze,success,"category=Bug, source=E014","severity=Major, component=Notifications",,4765.875874989433,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:49
95,,bug_analyzer,process,success,item=E014,output_key=analysis,,4775.528083991958,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:49
95,,classifier,classify,success,text_length=258,"category=Bug, confidence=0.98",,1349.2064169840887,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:43
95,,classifier,process,success,item=E014,output_key=classification,,1358.159124996746,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:43
94,,quality_critic,process,success,item=E013,output_key=quality_review,,5473.472249985207,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:40
94,TKT-20260325-038,ticket_creator,process,success,item=E013,output_key=ticket,,6628.631833998952,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:35
94,,classifier,classify,success,text_length=206,"category=Complaint, confidence=0.97",,1501.1003340187017,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:27
94,,classifier,process,success,item=E013,output_key=classification,,1509.5278330263682,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:27
93,,quality_critic,process,success,item=E012,output_key=quality_review,,5060.223749984289,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:24
93,TKT-20260325-037,ticket_creator,process,success,item=E012,output_key=ticket,,7432.2915420052595,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:19
93,,feature_extractor,extract,success,"category=Feature Request, source=E012","feature=Manager Progress Dashboard, impact=High",,2992.7449169917963,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:11
93,,feature_extractor,process,success,item=E012,output_key=analysis,,3002.0631670195144,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:11
93,,classifier,classify,success,text_length=214,"category=Feature Request, confidence=0.98",,1501.3860420149285,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:07
93,,classifier,process,success,item=E012,output_key=classification,,1511.0866249888204,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:07
92,,quality_critic,process,success,item=E011,output_key=quality_review,,5213.5259580099955,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:40:04
92,TKT-20260325-036,ticket_creator,process,success,item=E011,output_key=ticket,,6095.264624978881,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:59
92,,bug_analyzer,analyze,success,"category=Bug, source=E011","severity=Major, component=Tasks",,3921.274499996798,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:53
92,,bug_analyzer,process,success,item=E011,output_key=analysis,,3928.8629590009805,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:53
92,,classifier,classify,success,text_length=240,"category=Bug, confidence=0.99",,1399.9870410189033,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:47
92,,classifier,process,success,item=E011,output_key=classification,,1409.9464589962736,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:47
91,,quality_critic,process,success,item=E010,output_key=quality_review,,4706.419000023743,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:45
91,TKT-20260325-035,ticket_creator,process,success,item=E010,output_key=ticket,,3767.5420419836883,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:40
91,,classifier,classify,success,text_length=178,"category=Spam, confidence=0.99",,1218.4961250168271,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:35
91,,classifier,process,success,item=E010,output_key=classification,,1228.227625018917,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:35
90,,quality_critic,process,success,item=E009,output_key=quality_review,,4466.265625000233,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:32
90,TKT-20260325-034,ticket_creator,process,success,item=E009,output_key=ticket,,6644.968875014456,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:28
90,,bug_analyzer,analyze,success,"category=Bug, source=E009","severity=Major, component=Sync",,5704.652708984213,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:21
90,,bug_analyzer,process,success,item=E009,output_key=analysis,,5713.39837499545,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:21
90,,classifier,classify,success,text_length=266,"category=Bug, confidence=0.98",,1527.8678339964245,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:14
90,,classifier,process,success,item=E009,output_key=classification,,1538.2880840043072,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:14
89,,quality_critic,process,success,item=E008,output_key=quality_review,,5328.362499974901,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:11
89,TKT-20260325-033,ticket_creator,process,success,item=E008,output_key=ticket,,8058.423999988008,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:39:06
89,,feature_extractor,extract,success,"category=Feature Request, source=E008","feature=Task Data API Access, impact=High",,3471.371999999974,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:58
89,,feature_extractor,process,success,item=E008,output_key=analysis,,3479.225791990757,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:58
89,,classifier,classify,success,text_length=237,"category=Feature Request, confidence=0.99",,1506.6325409861747,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:53
89,,classifier,process,success,item=E008,output_key=classification,,1513.8292920019012,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:53
88,,quality_critic,process,success,item=E007,output_key=quality_review,,4875.5091250059195,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:50
88,TKT-20260325-032,ticket_creator,process,success,item=E007,output_key=ticket,,5620.437208999647,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:45
88,,classifier,classify,success,text_length=241,"category=Complaint, confidence=0.98",,1566.0615419910755,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:38
88,,classifier,process,success,item=E007,output_key=classification,,1575.5407079996075,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:38
87,,quality_critic,process,success,item=E006,output_key=quality_review,,4848.866375017678,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:36
87,TKT-20260325-031,ticket_creator,process,success,item=E006,output_key=ticket,,4234.877041977597,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:31
87,,classifier,classify,success,text_length=174,"category=Praise, confidence=0.99",,1790.6287079968024,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:25
87,,classifier,process,success,item=E006,output_key=classification,,1800.1278339943383,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:25
86,,quality_critic,process,success,item=E005,output_key=quality_review,,4800.079500011634,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:22
86,TKT-20260325-030,ticket_creator,process,success,item=E005,output_key=ticket,,7595.334542013006,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:17
86,,bug_analyzer,analyze,success,"category=Bug, source=E005","severity=Critical, component=Projects/Tasks",,3963.1964589934796,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:10
86,,bug_analyzer,process,success,item=E005,output_key=analysis,,3971.5556669980288,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:10
86,,classifier,classify,success,text_length=250,"category=Bug, confidence=0.99",,1360.0610420107841,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:04
86,,classifier,process,success,item=E005,output_key=classification,,1370.1854160171933,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:04
85,,quality_critic,process,success,item=E004,output_key=quality_review,,4864.986000000499,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:38:02
85,TKT-20260325-029,ticket_creator,process,success,item=E004,output_key=ticket,,7375.4058750055265,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:57
85,,feature_extractor,extract,success,"category=Feature Request, source=E004","feature=Task Dependency Management, impact=High",,2839.9007080006413,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:49
85,,feature_extractor,process,success,item=E004,output_key=analysis,,2849.597583990544,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:49
85,,classifier,classify,success,text_length=220,"category=Feature Request, confidence=0.99",,1203.5642080008984,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:45
85,,classifier,process,success,item=E004,output_key=classification,,1213.850750005804,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:45
84,,quality_critic,process,success,item=E003,output_key=quality_review,,4933.157665975159,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:43
84,TKT-20260325-028,ticket_creator,process,success,item=E003,output_key=ticket,,6845.654542004922,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:38
84,,bug_analyzer,analyze,success,"category=Bug, source=E003","severity=Major, component=Login",,4352.24408301292,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:31
84,,bug_analyzer,process,success,item=E003,output_key=analysis,,4360.4024999949615,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:31
84,,classifier,classify,success,text_length=247,"category=Bug, confidence=0.98",,1534.2555830138735,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:26
84,,classifier,process,success,item=E003,output_key=classification,,1544.5170419989154,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:26
83,,quality_critic,process,success,item=E002,output_key=quality_review,,4703.069916984532,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:23
83,TKT-20260325-027,ticket_creator,process,success,item=E002,output_key=ticket,,7047.742750000907,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:18
83,,feature_extractor,extract,success,"category=Feature Request, source=E002","feature=Dark Mode Theme, impact=High",,3397.0173749839887,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:11
83,,feature_extractor,process,success,item=E002,output_key=analysis,,3407.8584160015453,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:11
83,,classifier,classify,success,text_length=207,"category=Feature Request, confidence=0.99",,1490.1495410013013,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:07
83,,classifier,process,success,item=E002,output_key=classification,,1499.7654579929076,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:07
82,,quality_critic,process,success,item=E001,output_key=quality_review,,5499.53120801365,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:37:03
82,TKT-20260325-026,ticket_creator,process,success,item=E001,output_key=ticket,,5821.485957974801,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:36:58
82,,bug_analyzer,analyze,success,"category=Bug, source=E001","severity=Critical, component=Performance",,5111.345666984562,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:36:52
82,,bug_analyzer,process,success,item=E001,output_key=analysis,,5120.938916981686,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:36:52
82,,classifier,classify,success,text_length=221,"category=Bug, confidence=0.99",,1824.054666009033,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:36:45
82,,classifier,process,success,item=E001,output_key=classification,,1833.9199159818236,9da2a6e1-f76f-4594-aa7a-be40d1b3a25e,2026-03-25 05:36:45
82,,csv_agent,ingest,success,"source=support_email, id=E001",feedback_id=82,,,,2026-03-25 05:36:43
83,,csv_agent,ingest,success,"source=support_email, id=E002",feedback_id=83,,,,2026-03-25 05:36:43
84,,csv_agent,ingest,success,"source=support_email, id=E003",feedback_id=84,,,,2026-03-25 05:36:43
85,,csv_agent,ingest,success,"source=support_email, id=E004",feedback_id=85,,,,2026-03-25 05:36:43
86,,csv_agent,ingest,success,"source=support_email, id=E005",feedback_id=86,,,,2026-03-25 05:36:43
87,,csv_agent,ingest,success,"source=support_email, id=E006",feedback_id=87,,,,2026-03-25 05:36:43
88,,csv_agent,ingest,success,"source=support_email, id=E007",feedback_id=88,,,,2026-03-25 05:36:43
89,,csv_agent,ingest,success,"source=support_email, id=E008",feedback_id=89,,,,2026-03-25 05:36:43
90,,csv_agent,ingest,success,"source=support_email, id=E009",feedback_id=90,,,,2026-03-25 05:36:43
91,,csv_agent,ingest,success,"source=support_email, id=E010",feedback_id=91,,,,2026-03-25 05:36:43
92,,csv_agent,ingest,success,"source=support_email, id=E011",feedback_id=92,,,,2026-03-25 05:36:43
93,,csv_agent,ingest,success,"source=support_email, id=E012",feedback_id=93,,,,2026-03-25 05:36:43
94,,csv_agent,ingest,success,"source=support_email, id=E013",feedback_id=94,,,,2026-03-25 05:36:43
95,,csv_agent,ingest,success,"source=support_email, id=E014",feedback_id=95,,,,2026-03-25 05:36:43
96,,csv_agent,ingest,success,"source=support_email, id=E015",feedback_id=96,,,,2026-03-25 05:36:43
81,,quality_critic,process,success,item=R025,output_key=quality_review,,4304.563750018133,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:54
81,TKT-20260325-025,ticket_creator,process,success,item=R025,output_key=ticket,,4888.668958010385,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:50
81,,bug_analyzer,analyze,success,"category=Bug, source=R025","severity=Major, component=Search",,3891.6144160029944,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:45
81,,bug_analyzer,process,success,item=R025,output_key=analysis,,3902.97104199999,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:45
81,,classifier,classify,success,text_length=124,"category=Bug, confidence=0.98",,1327.3776670102961,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:40
81,,classifier,process,success,item=R025,output_key=classification,,1336.3272910064552,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:40
80,,quality_critic,process,success,item=R024,output_key=quality_review,,4985.0205419934355,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:37
80,TKT-20260325-024,ticket_creator,process,success,item=R024,output_key=ticket,,9203.528583981097,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:32
80,,feature_extractor,extract,success,"category=Feature Request, source=R024","feature=Built-in Pomodoro Timer, impact=Medium",,3078.5588749859016,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:23
80,,feature_extractor,process,success,item=R024,output_key=analysis,,3087.7277499821503,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:23
80,,classifier,classify,success,text_length=97,"category=Feature Request, confidence=0.99",,1927.2552079928573,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:19
80,,classifier,process,success,item=R024,output_key=classification,,1935.9151250100695,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:19
79,,quality_critic,process,success,item=R023,output_key=quality_review,,5016.726166999433,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:15
79,TKT-20260325-023,ticket_creator,process,success,item=R023,output_key=ticket,,4191.53945799917,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:10
79,,classifier,classify,success,text_length=48,"category=Spam, confidence=0.99",,2323.450874973787,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:04
79,,classifier,process,success,item=R023,output_key=classification,,2331.9297909911256,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:04
78,,quality_critic,process,success,item=R022,output_key=quality_review,,5077.888333995361,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:35:01
78,TKT-20260325-022,ticket_creator,process,success,item=R022,output_key=ticket,,5013.113583001541,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:56
78,,bug_analyzer,analyze,success,"category=Bug, source=R022","severity=Major, component=Performance",,4923.915874998784,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:51
78,,bug_analyzer,process,success,item=R022,output_key=analysis,,4929.9785000039265,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:51
78,,classifier,classify,success,text_length=102,"category=Bug, confidence=0.95",,1293.2454160181805,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:44
78,,classifier,process,success,item=R022,output_key=classification,,1303.8279589964077,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:44
77,,quality_critic,process,success,item=R021,output_key=quality_review,,4700.8074579935055,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:41
77,TKT-20260325-021,ticket_creator,process,success,item=R021,output_key=ticket,,4910.854665999068,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:37
77,,classifier,classify,success,text_length=88,"category=Praise, confidence=0.99",,1311.4230000064708,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:31
77,,classifier,process,success,item=R021,output_key=classification,,1320.2063750068191,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:31
76,,quality_critic,process,success,item=R020,output_key=quality_review,,6548.993124975823,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:28
76,TKT-20260325-020,ticket_creator,process,success,item=R020,output_key=ticket,,6912.486167013412,83392e9a-d387-41f8-82f2-0c2c79e14ec7,2026-03-25 05:34:21
